Def Pass Rank,Team,GP_pass_def,CMP_def,ATT_def,CMP%_def,PYA,PYPA_def,PYPG_def,TD_pass_def,INT_def,SCK_def,Week,Def Rec Rank,GP_rec_def,REC_def,RY_def,YP_def,RYPG_def,TD_rec_def,FUM_def,FL_def,Def Rush Rank,GP_def,ATT_rush_def,RY_rush_def,YPC_def,RYPG_rush_def,TD_def,FUM_rush_def,FL_rush_def,Off Pass Rank,GP_pass_off,ATT_off,CMP_off,CMP%_off,PY,PYPA_off,PYPG_off,TD_pass_off,INT_off,SCK_off,Off Rec Rank,GP_rec_off,REC_off,RY_off,YP_off,RYPG_off,TD_rec_off,FUM_off,FL_off,Off Rush Rank,GP_off,ATT_rush_off,RY_rush_off,YPC_off,RYPG_rush_off,TD_off,FUM_rush_off,FL_rush_off,Kick Rank,GP_kicking,FGM,FGA,FG%,FG%_Missing,XPA,XPM,XP%,XP%_Missing,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PYPG_Missing,PB,PR,PRYDS,PRYPG,PRYPG_Missing,Return Rank,GP,KR,KRYDS,KRYPG,KRYPG_Missing,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRYPG_return_Missing,PRLNG,PRT,Win
8,DAL,1,25,42,59.5,155,3.7,155,1,2,2,Week 4,8,1,25,155,3.7,155,1,1,0,20,1,27,142,5.3,142,0,1,0,15,1,27,15,55.6,217,8,217,2,0,1,15,1,15,217,8,217,2,0,0,28,1,29,62,2.1,62,0,0,0,4,1,4,4,100,0,2,1,50,0,25,1,6,255,42.5,0,0,1,-3,-3,0,5,1,0,0,0,1,0,0,1,-3,-3,0,0,0,1
9,DEN,1,21,34,61.8,173,5.1,173,0,0,2,Week 4,9,1,21,173,5.1,173,0,0,0,30,1,38,212,5.6,212,2,0,0,17,1,25,17,68,214,8.6,214,2,0,3,17,1,17,214,8.6,214,2,1,1,22,1,20,85,4.3,85,1,1,1,31,1,1,1,100,0,3,2,66.7,0,16,1,5,241,48.2,0,0,3,66,22,0,3,1,0,0,0,1,0,0,3,66,22,0,30,0,0
10,NYJ,1,17,26,65.4,178,6.8,178,0,4,3,Week 4,10,1,17,178,6.8,178,0,2,0,15,1,31,119,3.8,119,2,2,0,9,1,37,19,51.4,250,6.8,250,2,2,1,9,1,19,250,6.8,250,2,0,0,20,1,29,98,3.4,98,1,0,0,27,1,1,1,100,0,3,3,100,0,18,1,5,235,47,0,0,0,0,0,1,31,1,1,14,14,0,14,0,0,0,0,1,0,0,1
11,AZ,1,22,36,61.1,180,5,180,1,2,2,Week 4,11,1,22,180,5,180,1,4,1,3,1,13,40,3.1,40,0,4,1,18,1,32,23,71.9,206,6.4,206,2,1,1,18,1,23,206,6.4,206,2,2,0,14,1,37,132,3.6,132,1,2,0,14,1,2,2,100,0,2,2,100,0,3,1,3,170,56.7,0,0,3,12,4,0,19,1,2,43,21.5,0,22,0,3,12,4,0,7,0,1
12,JAX,1,16,25,64,191,7.6,191,0,1,2,Week 4,12,1,16,191,7.6,191,0,1,0,29,1,50,210,4.2,210,4,1,0,27,1,23,11,47.8,148,6.4,148,2,1,4,27,1,11,148,6.4,148,2,5,4,26,1,19,71,3.7,71,0,5,4,32,1,0,0,0,1,3,3,100,0,6,1,3,160,53.3,0,0,2,8,4,0,14,1,3,70,23.3,0,27,0,2,8,4,0,8,0,0
13,SF,1,32,48,66.7,200,4.2,200,0,1,7,Week 4,13,1,32,200,4.2,200,0,1,1,4,1,18,57,3.2,57,0,1,1,11,1,27,16,59.3,239,8.9,239,1,0,0,11,1,16,239,8.9,239,1,1,0,21,1,22,88,4,88,1,1,0,21,1,1,2,50,0,3,3,100,0,30,1,4,158,39.5,0,0,2,34,17,0,20,1,1,21,21,0,21,0,2,34,17,0,22,0,1
14,BAL,1,19,36,52.8,201,5.6,201,1,1,1,Week 4,14,1,19,201,5.6,201,1,2,1,16,1,25,125,5,125,1,2,1,28,1,29,20,69,134,4.6,134,1,2,2,28,1,20,134,4.6,134,1,0,0,10,1,33,162,4.9,162,1,0,0,9,1,2,2,100,0,2,2,100,0,12,1,3,152,50.7,0,0,0,0,0,1,24,1,2,40,20,0,28,0,0,0,0,1,0,0,0
15,CAR,1,23,32,71.9,206,6.4,206,2,1,1,Week 4,15,1,23,206,6.4,206,2,2,0,19,1,37,132,3.6,132,1,2,0,22,1,36,22,61.1,180,5,180,1,2,2,22,1,22,180,5,180,1,4,1,30,1,13,40,3.1,40,0,4,1,29,1,1,1,100,0,1,1,100,0,9,1,4,209,52.3,0,0,2,28,14,0,30,1,4,62,15.5,0,28,0,2,28,14,0,19,0,0
16,LV,1,17,25,68,214,8.6,214,2,0,3,Week 4,16,1,17,214,8.6,214,2,1,1,10,1,20,85,4.3,85,1,1,1,24,1,34,21,61.8,173,5.1,173,0,0,2,24,1,21,173,5.1,173,0,0,0,3,1,38,212,5.6,212,2,0,0,3,1,4,4,100,0,3,2,66.7,0,5,1,4,215,53.8,0,0,3,7,2.3,0,12,1,2,49,24.5,0,32,0,3,7,2.3,0,7,0,1
17,LAC,1,26,35,74.3,215,6.1,215,2,2,4,Week 4,17,1,26,215,6.1,215,2,1,0,18,1,14,131,9.4,131,1,1,0,3,1,39,27,69.2,338,8.7,338,2,0,1,3,1,27,338,8.7,338,2,2,1,25,1,27,81,3,81,2,2,1,11,1,2,2,100,0,4,4,100,0,19,1,4,185,46.3,0,0,2,24,12,0,28,1,4,68,17,0,21,0,2,24,12,0,12,0,1
18,WAS,1,15,27,55.6,217,8,217,2,0,1,Week 4,18,1,15,217,8,217,2,0,0,5,1,29,62,2.1,62,0,0,0,26,1,42,25,59.5,155,3.7,155,1,2,2,25,1,25,155,3.7,155,1,1,0,13,1,27,142,5.3,142,0,1,0,23,1,1,1,100,0,1,1,100,0,21,1,6,270,45,0,0,2,7,3.5,0,26,1,1,18,18,0,18,0,2,7,3.5,0,8,0,0
19,ATL,1,21,35,60,226,6.5,226,0,1,1,Week 4,19,1,21,226,6.5,226,0,1,1,25,1,35,177,5.1,177,2,1,1,29,1,19,7,36.8,131,6.9,131,0,1,1,29,1,7,131,6.9,131,0,1,0,5,1,35,202,5.8,202,2,1,0,5,1,3,3,100,0,2,2,100,0,11,1,3,153,51,0,0,1,18,18,0,6,1,0,0,0,1,0,0,1,18,18,0,18,0,1
20,MIN,1,20,28,71.4,227,8.1,227,1,0,2,Week 4,20,1,20,227,8.1,227,1,2,2,14,1,27,111,4.1,111,2,2,2,8,1,39,26,66.7,263,6.7,263,1,1,3,8,1,26,263,6.7,263,1,0,0,24,1,25,81,3.2,81,1,0,0,1,1,5,5,100,0,2,1,50,0,27,1,3,126,42,0,0,2,23,11.5,0,9,1,2,53,26.5,0,33,0,2,23,11.5,0,23,0,1
21,TB,1,23,37,62.2,228,6.2,228,3,1,3,Week 4,21,1,23,228,6.2,228,3,0,0,26,1,37,189,5.1,189,2,0,0,2,1,52,39,75,373,7.2,373,3,0,1,2,1,39,373,7.2,373,3,2,2,32,1,6,3,0.5,3,1,2,2,24,1,1,1,100,0,4,4,100,0,28,1,3,125,41.7,0,0,0,0,0,1,11,1,2,51,25.5,0,28,0,0,0,0,1,0,0,0
22,LAR,1,16,27,59.3,239,8.9,239,1,0,0,Week 4,22,1,16,239,8.9,239,1,1,0,12,1,22,88,4,88,1,1,0,20,1,48,32,66.7,200,4.2,200,0,1,7,20,1,32,200,4.2,200,0,1,1,29,1,18,57,3.2,57,0,1,1,7,1,3,3,100,0,0,0,0,1,2,1,4,229,57.3,0,0,0,0,0,1,25,1,3,58,19.3,0,22,0,0,0,0,1,0,0,0
23,NE,1,21,35,60,244,7,244,2,1,1,Week 4,23,1,21,244,7,244,2,2,1,27,1,35,199,5.7,199,1,2,1,31,1,21,15,71.4,104,5,104,1,0,4,31,1,15,104,5,104,1,1,1,9,1,33,167,5.1,167,1,1,1,26,1,1,1,100,0,3,3,100,0,22,1,7,314,44.9,0,0,2,49,24.5,0,8,1,4,111,27.8,0,37,0,2,49,24.5,0,29,0,0
24,PIT,1,19,37,51.4,250,6.8,250,2,2,1,Week 4,24,1,19,250,6.8,250,2,0,0,13,1,29,98,3.4,98,1,0,0,23,1,26,17,65.4,178,6.8,178,0,4,3,23,1,17,178,6.8,178,0,2,0,18,1,31,119,3.8,119,2,2,0,13,1,2,2,100,0,2,2,100,0,31,1,4,158,39.5,0,0,3,16,5.3,0,32,1,1,7,7,0,7,0,3,16,5.3,0,10,0,0
25,NO,1,26,39,66.7,263,6.7,263,1,1,3,Week 4,25,1,26,263,6.7,263,1,0,0,9,1,25,81,3.2,81,1,0,0,13,1,28,20,71.4,227,8.1,227,1,0,2,13,1,20,227,8.1,227,1,2,2,19,1,27,111,4.1,111,2,2,2,19,1,1,2,50,0,2,2,100,0,15,1,4,194,48.5,0,0,1,2,2,0,23,1,2,41,20.5,0,21,0,1,2,2,0,2,0,0
26,CIN,1,22,37,59.5,293,7.9,293,1,2,1,Week 4,26,1,22,293,7.9,293,1,0,0,11,1,22,85,3.9,85,0,0,0,6,1,32,21,65.6,304,9.5,304,2,0,1,6,1,21,304,9.5,304,2,0,0,27,1,30,67,2.2,67,1,0,0,10,1,2,2,100,0,3,3,100,0,29,1,4,159,39.8,0,0,1,23,23,0,2,1,0,0,0,1,0,0,1,23,23,0,23,0,1
27,MIA,1,21,32,65.6,304,9.5,304,2,0,1,Week 4,27,1,21,304,9.5,304,2,0,0,6,1,30,67,2.2,67,1,0,0,7,1,37,22,59.5,293,7.9,293,1,2,1,7,1,22,293,7.9,293,1,0,0,23,1,22,85,3.9,85,0,0,0,8,1,3,4,75,0,1,0,0,0,13,1,3,150,50,0,0,1,6,6,0,21,1,2,42,21,0,24,0,1,6,6,0,6,0,0
28,DET,1,23,30,76.7,320,10.7,320,2,0,0,Week 4,28,1,23,320,10.7,320,2,1,1,31,1,33,235,7.1,235,3,1,1,1,1,40,27,67.5,375,9.4,375,4,1,1,1,1,27,375,9.4,375,4,1,1,12,1,25,145,5.8,145,2,1,1,25,1,1,1,100,0,4,2,50,0,14,1,2,97,48.5,0,0,0,0,0,1,22,1,3,62,20.7,0,26,0,0,0,0,1,0,0,0
29,TEN,1,27,37,73,327,8.8,327,2,1,3,Week 4,29,1,27,327,8.8,327,2,3,2,2,1,23,38,1.7,38,0,3,2,30,1,21,17,81,116,5.5,116,2,0,3,30,1,17,116,5.5,116,2,0,0,16,1,28,127,4.5,127,1,0,0,28,1,1,1,100,0,3,3,100,0,8,1,4,211,52.8,0,0,0,0,0,1,10,1,4,105,26.3,0,37,0,0,0,0,1,0,0,1
30,HOU,1,27,39,69.2,338,8.7,338,2,0,1,Week 4,30,1,27,338,8.7,338,2,2,1,8,1,27,81,3,81,2,2,1,16,1,35,26,74.3,215,6.1,215,2,2,4,16,1,26,215,6.1,215,2,1,0,15,1,14,131,9.4,131,1,1,0,22,1,1,2,50,0,3,3,100,0,10,1,3,156,52,0,0,2,8,4,0,13,1,1,24,24,0,24,0,2,8,4,0,4,0,0
31,KC,1,39,52,75,373,7.2,373,3,0,1,Week 4,31,1,39,373,7.2,373,3,2,2,1,1,6,3,0.5,3,1,2,2,12,1,37,23,62.2,228,6.2,228,3,1,3,12,1,23,228,6.2,228,3,0,0,7,1,37,189,5.1,189,2,0,0,12,1,2,2,100,0,5,5,100,0,24,1,1,43,43,0,0,1,12,12,0,7,1,3,91,30.3,0,42,0,1,12,12,0,12,0,1
32,SEA,1,27,40,67.5,375,9.4,375,4,1,1,Week 4,32,1,27,375,9.4,375,4,1,1,21,1,25,145,5.8,145,2,1,1,5,1,30,23,76.7,320,10.7,320,2,0,0,5,1,23,320,10.7,320,2,1,1,2,1,33,235,7.1,235,3,1,1,18,1,2,3,66.7,0,6,6,100,0,1,1,0,0,0,1,0,1,7,7,0,4,1,0,0,0,1,0,0,1,7,7,0,7,0,1
1,LAR,1,10,16,62.5,76,4.8,76,0,0,3,Week 5,1,1,10,76,4.8,76,0,2,0,28,1,34,163,4.8,163,1,2,0,7,1,44,29,65.9,285,6.5,285,1,1,5,7,1,29,285,6.5,285,1,2,2,32,1,15,38,2.5,38,0,2,2,22,1,1,2,50,0,1,1,100,0,21,1,5,223,44.6,0,0,3,19,6.3,0,7,1,0,0,0,1,0,0,3,19,6.3,0,14,0,0
2,TB,1,14,25,56,110,4.4,110,1,0,5,Week 5,2,1,14,110,4.4,110,1,1,0,24,1,31,151,4.9,151,1,1,0,2,1,52,35,67.3,351,6.8,351,1,0,0,2,1,35,351,6.8,351,1,0,0,28,1,23,69,3,69,1,0,0,12,1,2,2,100,0,1,1,100,0,10,1,4,197,49.3,0,0,2,40,20,0,25,1,1,18,18,0,18,0,2,40,20,0,24,0,1
3,JAX,1,16,24,66.7,132,5.5,132,0,0,1,Week 5,3,1,16,132,5.5,132,0,0,0,13,1,31,116,3.7,116,1,0,0,6,1,47,25,53.2,286,6.1,286,0,2,0,6,1,25,286,6.1,286,0,0,0,13,1,26,136,5.2,136,0,0,0,14,1,2,2,100,0,0,0,0,1,4,1,3,159,53,0,0,2,21,10.5,0,17,1,3,62,20.7,0,25,0,2,21,10.5,0,15,0,0
4,WAS,1,15,25,60,136,5.4,136,1,0,5,Week 5,4,1,15,136,5.4,136,1,0,0,11,1,32,105,3.3,105,2,0,0,3,1,38,25,65.8,342,9,342,2,1,3,3,1,25,342,9,342,2,3,0,31,1,17,43,2.5,43,0,3,0,25,1,1,1,100,0,2,2,100,0,26,1,6,247,41.2,0,0,5,29,5.8,0,29,1,3,46,15.3,0,19,0,5,29,5.8,0,9,0,0
5,NYJ,1,19,34,55.9,158,4.6,158,0,1,2,Week 5,5,1,19,158,4.6,158,0,1,1,21,1,26,137,5.3,137,2,1,1,26,1,21,14,66.7,187,8.9,187,0,0,2,26,1,14,187,8.9,187,0,0,0,14,1,33,135,4.1,135,5,0,0,24,1,1,1,100,0,5,5,100,0,19,1,4,185,46.3,0,0,0,0,0,1,14,1,3,67,22.3,0,42,0,0,0,0,1,0,0,1
6,CIN,1,19,32,59.4,170,5.3,170,1,1,1,Week 5,6,1,19,170,5.3,170,1,1,0,26,1,28,155,5.5,155,0,1,0,24,1,35,24,68.6,190,5.4,190,1,1,3,24,1,24,190,5.4,190,1,0,0,25,1,21,101,4.8,101,1,0,0,26,1,1,1,100,0,2,2,100,0,29,1,4,154,38.5,0,0,0,0,0,1,10,1,2,54,27,0,29,0,0,0,0,1,0,0,0
7,MIA,1,14,21,66.7,187,8.9,187,0,0,2,Week 5,7,1,14,187,8.9,187,0,0,0,19,1,33,135,4.1,135,5,0,0,28,1,34,19,55.9,158,4.6,158,0,1,2,28,1,19,158,4.6,158,0,1,1,12,1,26,137,5.3,137,2,1,1,21,1,1,2,50,0,2,2,100,0,24,1,3,131,43.7,0,0,1,-2,-2,0,3,1,0,0,0,1,0,0,1,-2,-2,0,0,0,0
8,DET,1,17,21,81,188,9,188,1,1,0,Week 5,8,1,17,188,9,188,1,1,0,29,1,35,176,5,176,0,1,0,19,1,35,19,54.3,211,6,211,0,1,2,19,1,19,211,6,211,0,1,1,24,1,27,101,3.7,101,0,1,1,30,1,0,0,0,1,0,0,0,1,23,1,2,88,44,0,0,2,16,8,0,8,1,2,67,33.5,0,47,0,2,16,8,0,10,0,0
9,BAL,1,24,35,68.6,190,5.4,190,1,1,3,Week 5,9,1,24,190,5.4,190,1,0,0,9,1,21,101,4.8,101,1,0,0,27,1,32,19,59.4,170,5.3,170,1,1,1,27,1,19,170,5.3,170,1,1,0,7,1,28,155,5.5,155,0,1,0,3,1,4,4,100,0,1,1,100,0,28,1,2,79,39.5,0,0,1,4,4,0,30,1,1,15,15,0,15,0,1,4,4,0,4,0,1
10,MIN,1,15,21,71.4,193,9.2,193,1,0,2,Week 5,10,1,15,193,9.2,193,1,3,1,6,1,24,78,3.3,78,1,3,1,4,1,42,33,78.6,312,7.4,312,1,1,1,4,1,33,312,7.4,312,1,1,0,19,1,31,117,3.8,117,3,1,0,28,1,0,2,0,0,3,3,100,0,32,1,1,15,15,0,0,1,0,0,0,11,1,3,72,24,0,32,0,1,0,0,0,0,0,1
11,DEN,1,26,41,63.4,200,4.9,200,0,2,6,Week 5,11,1,26,200,4.9,200,0,4,0,12,1,26,106,4.1,106,0,4,0,9,1,39,21,53.8,250,6.4,250,0,2,4,9,1,21,250,6.4,250,0,2,0,16,1,28,125,4.5,125,0,2,0,9,1,3,4,75,0,0,0,0,1,20,1,5,229,45.8,0,0,2,6,3,0,19,1,1,20,20,0,20,0,2,6,3,0,3,0,0
12,SEA,1,17,25,68,203,8.1,203,2,1,1,Week 5,12,1,17,203,8.1,203,2,3,1,31,1,48,235,4.9,235,3,3,1,10,1,25,16,64,245,9.8,245,3,0,3,10,1,16,245,9.8,245,3,2,1,10,1,21,151,7.2,151,1,2,1,10,1,2,2,100,0,3,2,66.7,0,18,1,5,233,46.6,0,0,0,0,0,1,16,1,1,21,21,0,21,0,0,0,0,1,0,0,0
13,NYG,1,25,39,64.1,207,5.3,207,2,0,2,Week 5,13,1,25,207,5.3,207,2,2,0,7,1,20,94,4.7,94,0,2,0,18,1,27,21,77.8,213,7.9,213,0,0,1,18,1,21,213,7.9,213,0,1,0,15,1,31,125,4,125,3,1,0,15,1,2,2,100,0,3,3,100,0,9,1,2,100,50,0,0,1,0,0,0,24,1,3,56,18.7,0,23,0,1,0,0,0,0,0,1
14,NE,1,19,35,54.3,211,6,211,0,1,2,Week 5,14,1,19,211,6,211,0,1,1,8,1,27,101,3.7,101,0,1,1,25,1,21,17,81,188,9,188,1,1,0,25,1,17,188,9,188,1,1,0,4,1,35,176,5,176,0,1,0,1,1,5,5,100,0,2,2,100,0,8,1,2,101,50.5,0,0,1,12,12,0,4,1,0,0,0,1,0,0,1,12,12,0,12,0,1
15,GB,1,21,27,77.8,213,7.9,213,0,0,1,Week 5,15,1,21,213,7.9,213,0,1,0,17,1,31,125,4,125,3,1,0,20,1,39,25,64.1,207,5.3,207,2,0,2,20,1,25,207,5.3,207,2,2,0,26,1,20,94,4.7,94,0,2,0,16,1,2,2,100,0,2,2,100,0,25,1,3,124,41.3,0,0,1,11,11,0,27,1,3,53,17.7,0,18,0,1,11,11,0,11,0,0
16,AZ,1,26,36,72.2,218,6.1,218,0,0,2,Week 5,16,1,26,218,6.1,218,0,1,0,22,1,33,139,4.2,139,2,1,0,13,1,42,28,66.7,239,5.7,239,1,1,1,13,1,28,239,5.7,239,1,0,0,17,1,26,124,4.8,124,1,0,0,20,1,1,2,50,0,2,2,100,0,11,1,4,196,49,0,0,1,10,10,0,23,1,1,19,19,0,19,0,1,10,10,0,10,0,0
17,KC,1,19,30,63.3,223,7.4,223,2,0,2,Week 5,17,1,19,223,7.4,223,2,1,0,27,1,24,155,6.5,155,1,1,0,8,1,43,29,67.4,265,6.2,265,4,0,3,8,1,29,265,6.2,265,4,0,0,23,1,23,103,4.5,103,0,0,0,19,1,1,2,50,0,3,3,100,0,13,1,3,145,48.3,0,0,1,7,7,0,22,1,1,19,19,0,19,0,1,7,7,0,7,0,1
18,CLE,1,22,34,64.7,227,6.7,227,1,0,1,Week 5,18,1,22,227,6.7,227,1,0,0,32,1,34,238,7,238,2,0,0,14,1,34,21,61.8,230,6.8,230,1,1,0,14,1,21,230,6.8,230,1,0,0,3,1,31,213,6.9,213,3,0,0,29,1,0,2,0,0,4,4,100,0,1,1,2,119,59.5,0,0,0,0,0,1,15,1,3,64,21.3,0,28,0,0,0,0,1,0,0,0
19,LAC,1,21,34,61.8,230,6.8,230,1,1,0,Week 5,19,1,21,230,6.8,230,1,0,0,30,1,31,213,6.9,213,3,0,0,15,1,34,22,64.7,227,6.7,227,1,0,1,15,1,22,227,6.7,227,1,0,0,1,1,34,238,7,238,2,0,0,4,1,3,3,100,0,3,3,100,0,31,1,1,37,37,0,0,1,12,12,0,20,1,2,39,19.5,0,22,0,1,12,12,0,12,0,1
20,PHI,1,28,42,66.7,239,5.7,239,1,1,1,Week 5,20,1,28,239,5.7,239,1,0,0,16,1,26,124,4.8,124,1,0,0,17,1,36,26,72.2,218,6.1,218,0,0,2,17,1,26,218,6.1,218,0,1,0,11,1,33,139,4.2,139,2,1,0,11,1,2,2,100,0,2,2,100,0,17,1,4,188,47,0,0,3,22,7.3,0,5,1,0,0,0,1,0,0,3,22,7.3,0,15,0,1
21,CAR,1,18,30,60,244,8.1,244,2,0,2,Week 5,22,1,18,244,8.1,244,2,2,1,25,1,29,153,5.3,153,2,2,1,12,1,42,25,59.5,244,5.8,244,0,1,6,12,1,25,244,5.8,244,0,2,0,29,1,17,64,3.8,64,1,2,0,8,1,3,4,75,0,0,0,0,1,7,1,3,154,51.3,0,0,0,0,0,1,9,1,7,200,28.6,0,48,0,0,0,0,1,0,0,0
22,SF,1,25,42,59.5,244,5.8,244,0,1,6,Week 5,21,1,25,244,5.8,244,0,2,0,4,1,17,64,3.8,64,1,2,0,11,1,30,18,60,244,8.1,244,2,0,2,11,1,18,244,8.1,244,2,2,1,8,1,29,153,5.3,153,2,2,1,18,1,1,2,50,0,5,4,80,0,30,1,2,75,37.5,0,0,2,8,4,0,32,1,1,5,5,0,5,0,2,8,4,0,7,0,1
23,NO,1,16,25,64,245,9.8,245,3,0,3,Week 5,23,1,16,245,9.8,245,3,2,1,23,1,21,151,7.2,151,1,2,1,21,1,25,17,68,203,8.1,203,2,1,1,21,1,17,203,8.1,203,2,3,1,2,1,48,235,4.9,235,3,3,1,27,1,1,1,100,0,4,4,100,0,16,1,4,189,47.3,0,0,2,25,12.5,0,18,1,5,100,20,0,26,0,2,25,12.5,0,21,0,1
24,IND,1,21,39,53.8,250,6.4,250,0,2,4,Week 5,24,1,21,250,6.4,250,0,2,0,18,1,28,125,4.5,125,0,2,0,22,1,41,26,63.4,200,4.9,200,0,2,6,22,1,26,200,4.9,200,0,4,0,21,1,26,106,4.1,106,0,4,0,2,1,4,4,100,0,0,0,0,1,22,1,7,310,44.3,0,0,3,22,7.3,0,6,1,0,0,0,1,0,0,3,22,7.3,0,13,0,1
25,LV,1,29,43,67.4,265,6.2,265,4,0,3,Week 5,25,1,29,265,6.2,265,4,0,0,10,1,23,103,4.5,103,0,0,0,16,1,30,19,63.3,223,7.4,223,2,0,2,16,1,19,223,7.4,223,2,1,0,6,1,24,155,6.5,155,1,1,0,5,1,3,3,100,0,2,2,100,0,6,1,2,104,52,0,0,1,3,3,0,28,1,1,16,16,0,16,0,1,3,3,0,3,0,0
26,DAL,1,29,44,65.9,285,6.5,285,1,1,5,Week 5,26,1,29,285,6.5,285,1,2,2,1,1,15,38,2.5,38,0,2,2,32,1,16,10,62.5,76,4.8,76,0,0,3,32,1,10,76,4.8,76,0,2,0,5,1,34,163,4.8,163,1,2,0,6,1,3,3,100,0,1,1,100,0,15,1,6,288,48,0,0,1,12,12,0,2,1,0,0,0,1,0,0,1,12,12,0,12,0,1
27,HOU,1,25,47,53.2,286,6.1,286,0,2,0,Week 5,27,1,25,286,6.1,286,0,0,0,20,1,26,136,5.2,136,0,0,0,30,1,24,16,66.7,132,5.5,132,0,0,1,30,1,16,132,5.5,132,0,0,0,20,1,31,116,3.7,116,1,0,0,13,1,2,2,100,0,1,1,100,0,12,1,6,293,48.8,0,0,2,13,6.5,0,12,1,1,24,24,0,24,0,2,13,6.5,0,10,0,1
28,BUF,1,34,52,65.4,310,6,310,0,1,3,Week 5,28,1,34,310,6,310,0,1,1,3,1,17,54,3.2,54,0,1,1,1,1,36,22,61.1,432,12,432,4,1,0,1,1,22,432,12,432,4,2,1,18,1,18,120,6.7,120,1,2,1,23,1,1,2,50,0,5,5,100,0,3,1,2,110,55,0,0,0,0,0,1,26,1,2,36,18,0,34,0,0,0,0,1,0,0,1
29,CHI,1,33,42,78.6,312,7.4,312,1,1,1,Week 5,29,1,33,312,7.4,312,1,1,0,14,1,31,117,3.8,117,3,1,0,23,1,21,15,71.4,193,9.2,193,1,0,2,23,1,15,193,9.2,193,1,3,1,27,1,24,78,3.3,78,1,3,1,7,1,3,3,100,0,1,1,100,0,2,1,2,112,56,0,0,0,0,0,1,21,1,2,39,19.5,0,24,0,0,0,0,1,0,0,0
30,TEN,1,25,38,65.8,342,9,342,2,1,3,Week 5,30,1,25,342,9,342,2,3,0,2,1,17,43,2.5,43,0,3,0,29,1,25,15,60,136,5.4,136,1,0,5,29,1,15,136,5.4,136,1,0,0,22,1,32,105,3.3,105,2,0,0,31,1,0,0,0,1,3,3,100,0,5,1,8,416,52,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
31,ATL,1,35,52,67.3,351,6.8,351,1,0,0,Week 5,31,1,35,351,6.8,351,1,0,0,5,1,23,69,3,69,1,0,0,31,1,25,14,56,110,4.4,110,1,0,5,31,1,14,110,4.4,110,1,1,0,9,1,31,151,4.9,151,1,1,0,32,1,0,1,0,0,1,1,100,0,14,1,6,290,48.3,0,0,1,28,28,0,13,1,3,69,23,0,30,0,1,28,28,0,28,0,0
32,PIT,1,22,36,61.1,432,12,432,4,1,0,Week 5,32,1,22,432,12,432,4,2,1,15,1,18,120,6.7,120,1,2,1,5,1,52,34,65.4,310,6,310,0,1,3,5,1,34,310,6,310,0,1,1,30,1,17,54,3.2,54,0,1,1,17,1,1,3,33.3,0,0,0,0,1,27,1,4,163,40.8,0,0,0,0,0,1,31,1,2,19,9.5,0,19,0,0,0,0,1,0,0,0
1,CHI,1,12,22,54.5,86,3.9,86,0,0,3,Week 6,1,1,12,86,3.9,86,0,1,0,18,1,28,128,4.6,128,1,1,0,22,1,27,14,51.9,154,5.7,154,1,1,5,22,1,14,154,5.7,154,1,2,1,2,1,37,238,6.4,238,0,2,1,25,1,0,0,0,1,1,1,100,0,15,1,4,185,46.3,0,0,3,15,5,0,20,1,1,22,22,0,22,0,3,15,5,0,10,0,0
2,GB,1,10,18,55.6,99,5.5,99,0,0,2,Week 6,2,1,10,99,5.5,99,0,0,0,24,1,33,179,5.4,179,2,0,0,12,1,45,28,62.2,218,4.8,218,1,0,4,12,1,28,218,4.8,218,1,2,1,26,1,20,60,3,60,0,2,1,14,1,1,2,50,0,1,1,100,0,10,1,5,244,48.8,0,1,5,22,4.4,0,8,1,1,32,32,0,32,0,5,22,4.4,0,8,0,0
3,LAR,1,13,21,61.9,110,5.2,110,0,1,2,Week 6,3,1,13,110,5.2,110,0,0,0,13,1,21,93,4.4,93,0,0,0,9,1,33,26,78.8,249,7.5,249,1,1,1,9,1,26,249,7.5,249,1,0,0,13,1,29,111,3.8,111,2,0,0,22,1,1,1,100,0,3,3,100,0,12,1,5,240,48,0,0,1,15,15,0,21,1,1,22,22,0,22,0,1,15,15,0,15,0,1
4,SF,1,13,14,92.9,121,8.6,121,2,0,2,Week 6,4,1,13,121,8.6,121,2,1,0,23,1,40,168,4.2,168,1,1,0,6,1,41,29,70.7,296,7.2,296,2,2,0,6,1,29,296,7.2,296,2,1,1,27,1,16,50,3.1,50,0,1,1,26,1,0,0,0,1,2,2,100,0,4,1,3,158,52.7,0,0,1,35,35,0,16,1,3,74,24.7,0,28,0,1,35,35,0,35,0,0
5,DAL,1,15,25,60,132,5.3,132,2,0,4,Week 6,5,1,15,132,5.3,132,2,1,0,21,1,39,136,3.5,136,1,1,0,15,1,38,18,47.4,181,4.8,181,1,3,0,15,1,18,181,4.8,181,1,0,0,10,1,26,134,5.2,134,1,0,0,15,1,1,2,50,0,2,2,100,0,1,1,2,119,59.5,0,0,3,36,12,0,7,1,3,96,32,0,63,0,3,36,12,0,15,0,0
