Def Pass Rank,Team,GP_pass_def,CMP_def,ATT_def,CMP%_def,PYA,PYPA_def,PYPG_def,TD_pass_def,INT_def,SCK_def,Week,Def Rec Rank,GP_rec_def,REC_def,RY_def,YP_def,RYPG_def,TD_rec_def,FUM_def,FL_def,Def Rush Rank,GP_def,ATT_rush_def,RY_rush_def,YPC_def,RYPG_rush_def,TD_def,FUM_rush_def,FL_rush_def,Off Pass Rank,GP_pass_off,ATT_off,CMP_off,CMP%_off,PY,PYPA_off,PYPG_off,TD_pass_off,INT_off,SCK_off,Off Rec Rank,GP_rec_off,REC_off,RY_off,YP_off,RYPG_off,TD_rec_off,FUM_off,FL_off,Off Rush Rank,GP_off,ATT_rush_off,RY_rush_off,YPC_off,RYPG_rush_off,TD_off,FUM_rush_off,FL_rush_off,Kick Rank,GP_kicking,FGM,FGA,FG%,FG%_Missing,XPA,XPM,XP%,XP%_Missing,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PYPG_Missing,PB,PR,PRYDS,PRYPG,PRYPG_Missing,Return Rank,GP,KR,KRYDS,KRYPG,KRYPG_Missing,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRYPG_return_Missing,PRLNG,PRT,Win
24,MIA,1,39,51,76.5,350,6.9,350,1,0,4,Week 14,24,1,39,350,6.9,350,1,1,0,9,1,23,82,3.6,82,1,1,0,24,1,28,10,35.7,127,4.5,127,1,0,2,24,1,10,127,4.5,127,1,1,0,16,1,19,92,4.8,92,1,1,0,16,1,1,1,100,0,2,2,100,0,15,1,7,327,46.7,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
25,TEN,1,30,42,71.4,368,8.8,368,3,0,0,Week 14,25,1,30,368,8.8,368,3,0,0,3,1,25,60,2.4,60,1,0,0,13,1,38,25,65.8,227,6,227,2,1,4,13,1,25,227,6,227,2,4,3,6,1,20,137,6.9,137,1,4,3,26,1,0,0,0,1,2,2,100,0,8,1,3,150,50,0,0,3,4,1.3,0,14,1,3,76,25.3,0,33,0,3,4,1.3,0,4,0,0
26,DET,1,31,41,75.6,394,9.6,394,2,0,4,Week 14,26,1,31,394,9.6,394,2,2,2,1,1,17,22,1.3,22,1,2,2,5,1,39,27,69.2,330,8.5,330,3,0,0,5,1,27,330,8.5,330,3,0,0,8,1,30,134,4.5,134,1,0,0,10,1,2,3,66.7,0,4,4,100,0,13,1,2,96,48,0,0,2,48,24,0,21,1,1,21,21,0,21,0,2,48,24,0,35,0,1
1,GB,1,12,21,57.1,84,4,84,1,1,5,Week 15,1,1,12,84,4,84,1,1,0,5,1,17,72,4.2,72,0,1,0,17,1,30,22,73.3,207,6.9,207,1,1,3,17,1,22,207,6.9,207,1,3,1,16,1,35,138,3.9,138,2,3,1,26,1,1,1,100,0,3,3,100,0,32,1,1,37,37,0,0,2,36,18,0,17,1,4,95,23.8,0,52,0,2,36,18,0,19,0,1
2,NO,1,13,26,50,89,3.4,89,0,0,4,Week 15,2,1,13,89,3.4,89,0,1,1,32,1,39,231,5.9,231,2,1,1,13,1,19,13,68.4,214,11.3,214,3,0,2,13,1,13,214,11.3,214,3,2,1,17,1,34,134,3.9,134,0,2,1,31,1,0,0,0,1,3,3,100,0,14,1,4,181,45.3,0,0,2,1,0.5,0,2,1,0,0,0,1,0,0,2,1,0.5,0,1,0,1
3,PHI,1,14,22,63.6,91,4.1,91,2,0,6,Week 15,3,1,14,91,4.1,91,2,4,1,22,1,30,157,5.2,157,1,4,1,4,1,37,22,59.5,309,8.4,309,0,2,1,4,1,22,309,8.4,309,0,1,1,20,1,33,112,3.4,112,3,1,1,15,1,1,2,50,0,2,2,100,0,17,1,2,90,45,0,0,1,7,7,0,8,1,3,92,30.7,0,58,0,1,7,7,0,7,0,1
4,LV,1,13,31,41.9,112,3.6,112,0,0,0,Week 15,4,1,13,112,3.6,112,0,1,1,31,1,32,206,6.4,206,1,1,1,15,1,38,20,52.6,211,5.6,211,3,1,3,15,1,20,211,5.6,211,3,2,0,22,1,23,97,4.2,97,0,2,0,28,1,1,1,100,0,3,3,100,0,11,1,7,324,46.3,0,0,3,20,6.7,0,21,1,6,126,21,0,30,0,3,20,6.7,0,12,0,1
5,KC,1,14,29,48.3,125,4.3,125,2,0,1,Week 15,5,1,14,125,4.3,125,2,1,1,10,1,28,94,3.4,94,1,1,1,2,1,41,36,87.8,313,7.6,313,2,0,2,2,1,36,313,7.6,313,2,3,2,5,1,33,189,5.7,189,2,3,2,19,1,1,2,50,0,2,1,50,0,9,1,4,193,48.3,0,0,2,8,4,0,30,1,3,47,15.7,0,17,0,2,8,4,0,5,0,1
6,CLE,1,17,30,56.7,126,4.2,126,0,1,3,Week 15,6,1,17,126,4.2,126,0,4,1,30,1,28,198,7.1,198,0,4,1,26,1,28,18,64.3,140,5,140,1,0,3,26,1,18,140,5,140,1,0,0,15,1,33,143,4.3,143,0,0,0,11,1,2,4,50,0,1,1,100,0,3,1,3,155,51.7,0,0,0,0,0,1,20,1,1,21,21,0,21,0,0,0,0,1,7,0,1
7,BAL,1,18,28,64.3,140,5,140,1,0,3,Week 15,7,1,18,140,5,140,1,0,0,18,1,33,143,4.3,143,0,0,0,27,1,30,17,56.7,126,4.2,126,0,1,3,27,1,17,126,4.2,126,0,4,1,3,1,28,198,7.1,198,0,4,1,16,1,1,3,33.3,0,0,0,0,1,30,1,1,41,41,0,0,1,7,7,0,23,1,2,41,20.5,0,21,0,1,7,7,0,7,0,0
8,AZ,1,21,26,80.8,156,6,156,1,1,7,Week 15,8,1,21,156,6,156,1,3,1,24,1,34,168,4.9,168,2,3,1,22,1,36,20,55.6,167,4.6,167,0,3,3,22,1,20,167,4.6,167,0,0,0,27,1,20,73,3.7,73,1,0,0,3,1,3,3,100,0,0,0,0,1,7,1,6,299,49.8,0,0,2,11,5.5,0,19,1,1,23,23,0,23,0,2,11,5.5,0,8,0,0
9,LAC,1,18,26,69.2,157,6,157,0,1,4,Week 15,9,1,18,157,6,157,0,2,0,14,1,27,127,4.7,127,2,2,0,7,1,42,28,66.7,291,6.9,291,0,2,3,7,1,28,291,6.9,291,0,0,0,26,1,24,74,3.1,74,2,0,0,24,1,1,1,100,0,2,2,100,0,29,1,7,291,41.6,0,0,4,53,13.3,0,27,1,1,17,17,0,17,0,4,53,13.3,0,18,0,1
10,WAS,1,21,32,65.6,160,5,160,0,0,0,Week 15,10,1,21,160,5,160,0,1,0,15,1,30,128,4.3,128,1,1,0,11,1,29,17,58.6,228,7.9,228,1,0,3,11,1,17,228,7.9,228,1,4,2,10,1,26,159,6.1,159,0,4,2,10,1,2,2,100,0,1,0,0,0,21,1,4,177,44.3,0,0,1,4,4,0,7,1,3,93,31,0,43,0,1,4,4,0,4,0,0
11,DEN,1,20,36,55.6,167,4.6,167,0,3,3,Week 15,11,1,20,167,4.6,167,0,0,0,6,1,20,73,3.7,73,1,0,0,25,1,26,21,80.8,156,6,156,1,1,7,25,1,21,156,6,156,1,3,1,9,1,34,168,4.9,168,2,3,1,20,1,1,2,50,0,3,3,100,0,19,1,5,224,44.8,0,0,4,23,5.8,0,26,1,1,19,19,0,19,0,4,23,5.8,0,8,0,1
12,CAR,1,17,22,77.3,169,7.7,169,0,0,1,Week 15,12,1,17,169,7.7,169,0,0,0,21,1,45,156,3.5,156,3,0,0,18,1,23,14,60.9,188,8.2,188,1,0,4,18,1,14,188,8.2,188,1,1,0,32,1,16,21,1.3,21,0,1,0,5,1,3,3,100,0,1,1,100,0,8,1,4,194,48.5,0,0,0,0,0,1,9,1,2,60,30,0,37,0,0,0,0,1,0,0,0
13,MIN,1,19,33,57.6,170,5.2,170,1,0,3,Week 15,13,1,19,170,5.2,170,1,3,1,26,1,43,171,4,171,0,3,1,1,1,55,34,61.8,426,7.7,426,4,2,7,1,1,34,426,7.7,426,4,1,1,25,1,24,92,3.8,92,1,1,1,22,1,1,1,100,0,4,4,100,0,13,1,5,231,46.2,0,0,3,13,4.3,0,13,1,6,159,26.5,0,36,0,3,13,4.3,0,13,0,1
14,TB,1,27,39,69.2,184,4.7,184,4,1,2,Week 15,14,1,27,184,4.7,184,4,1,0,3,1,21,53,2.5,53,0,1,0,5,1,44,30,68.2,304,6.9,304,3,2,1,5,1,30,304,6.9,304,3,3,2,24,1,25,92,3.7,92,0,3,2,17,1,1,2,50,0,2,2,100,0,4,1,1,51,51,0,0,2,14,7,0,29,1,3,48,16,0,22,0,2,14,7,0,9,0,0
15,PIT,1,14,23,60.9,188,8.2,188,1,0,4,Week 15,15,1,14,188,8.2,188,1,1,0,1,1,16,21,1.3,21,0,1,0,21,1,22,17,77.3,169,7.7,169,0,0,1,21,1,17,169,7.7,169,0,0,0,12,1,45,156,3.5,156,3,0,0,23,1,1,1,100,0,3,3,100,0,15,1,3,136,45.3,0,0,1,5,5,0,28,1,1,17,17,0,17,0,1,5,5,0,5,0,1
16,SF,1,31,44,70.5,207,4.7,207,1,0,3,Week 15,16,1,31,207,4.7,207,1,2,1,4,1,14,70,5,70,0,2,1,14,1,26,17,65.4,211,8.1,211,2,0,1,14,1,17,211,8.1,211,2,0,0,8,1,34,170,5,170,1,0,0,29,1,0,1,0,0,3,3,100,0,25,1,6,253,42.2,0,0,2,17,8.5,0,6,1,2,67,33.5,0,39,0,2,17,8.5,0,9,0,1
17,LAR,1,22,30,73.3,207,6.9,207,1,1,3,Week 15,17,1,22,207,6.9,207,1,3,1,17,1,35,138,3.9,138,2,3,1,32,1,21,12,57.1,84,4,84,1,1,5,32,1,12,84,4,84,1,1,0,28,1,17,72,4.2,72,0,1,0,7,1,2,2,100,0,1,0,0,0,31,1,4,151,37.8,0,0,1,8,8,0,24,1,5,99,19.8,0,29,0,1,8,8,0,8,0,0
18,NE,1,20,38,52.6,211,5.6,211,3,1,3,Week 15,19,1,20,211,5.6,211,3,2,0,11,1,23,97,4.2,97,0,2,0,29,1,31,13,41.9,112,3.6,112,0,0,0,29,1,13,112,3.6,112,0,1,1,2,1,32,206,6.4,206,1,1,1,2,1,3,3,100,0,1,1,100,0,16,1,5,226,45.2,0,0,3,25,8.3,0,3,1,0,0,0,1,0,0,3,25,8.3,0,17,0,0
19,SEA,1,17,26,65.4,211,8.1,211,2,0,1,Week 15,18,1,17,211,8.1,211,2,0,0,25,1,34,170,5,170,1,0,0,16,1,44,31,70.5,207,4.7,207,1,0,3,16,1,31,207,4.7,207,1,2,1,29,1,14,70,5,70,0,2,1,13,1,2,2,100,0,1,1,100,0,6,1,7,349,49.9,0,0,0,0,0,1,11,1,3,83,27.7,0,31,0,0,0,0,1,0,0,0
20,ATL,1,13,19,68.4,214,11.3,214,3,0,2,Week 15,20,1,13,214,11.3,214,3,2,1,16,1,34,134,3.9,134,0,2,1,31,1,26,13,50,89,3.4,89,0,0,4,31,1,13,89,3.4,89,0,1,1,1,1,39,231,5.9,231,2,1,1,25,1,1,1,100,0,1,1,100,0,28,1,5,208,41.6,0,0,2,13,6.5,0,32,1,1,3,3,0,3,0,2,13,6.5,0,10,0,0
21,BUF,1,17,30,56.7,217,7.2,217,2,0,2,Week 15,21,1,17,217,7.2,217,2,1,0,27,1,25,188,7.5,188,1,1,0,6,1,40,25,62.5,296,7.4,296,4,0,2,6,1,25,296,7.4,296,4,2,1,14,1,29,150,5.2,150,0,2,1,27,1,1,1,100,0,3,3,100,0,23,1,5,215,43,0,0,1,0,0,0,14,1,3,76,25.3,0,36,0,1,0,0,0,0,0,1
22,NYG,1,17,29,58.6,228,7.9,228,1,0,3,Week 15,22,1,17,228,7.9,228,1,4,2,23,1,26,159,6.1,159,0,4,2,23,1,32,21,65.6,160,5,160,0,0,0,23,1,21,160,5,160,0,1,0,18,1,30,128,4.3,128,1,1,0,8,1,2,2,100,0,2,2,100,0,24,1,5,213,42.6,0,0,2,32,16,0,22,1,1,21,21,0,21,0,2,32,16,0,23,0,1
23,JAX,1,23,30,76.7,243,8.1,243,3,2,3,Week 15,23,1,23,243,8.1,243,3,0,0,20,1,41,154,3.8,154,1,0,0,3,1,42,27,64.3,311,7.4,311,4,1,1,3,1,27,311,7.4,311,4,2,2,4,1,27,192,7.1,192,0,2,2,14,1,2,2,100,0,4,4,100,0,2,1,3,160,53.3,0,0,1,13,13,0,4,1,0,0,0,1,0,0,1,13,13,0,13,0,1
24,NYJ,1,23,38,60.5,252,6.6,252,1,0,0,Week 15,24,1,23,252,6.6,252,1,0,0,12,1,28,107,3.8,107,0,0,0,8,1,35,18,51.4,287,8.2,287,2,1,4,8,1,18,287,8.2,287,2,1,0,31,1,22,50,2.3,50,0,1,0,18,1,1,2,50,0,2,2,100,0,5,1,6,300,50,0,0,1,6,6,0,25,1,3,57,19,0,26,0,1,6,6,0,6,0,0
25,DET,1,18,35,51.4,287,8.2,287,2,1,4,Week 15,25,1,18,287,8.2,287,2,1,0,2,1,22,50,2.3,50,0,1,0,9,1,38,23,60.5,252,6.6,252,1,0,0,9,1,23,252,6.6,252,1,0,0,21,1,28,107,3.8,107,0,0,0,6,1,2,3,66.7,0,2,2,100,0,20,1,4,178,44.5,0,0,1,47,47,0,15,1,1,25,25,0,25,0,1,47,47,0,47,1,1
26,TEN,1,28,42,66.7,291,6.9,291,0,2,3,Week 15,26,1,28,291,6.9,291,0,0,0,7,1,24,74,3.1,74,2,0,0,24,1,26,18,69.2,157,6,157,0,1,4,24,1,18,157,6,157,0,2,0,19,1,27,127,4.7,127,2,2,0,30,1,0,1,0,0,2,2,100,0,1,1,7,392,56,0,0,2,0,0,0,31,1,1,6,6,0,6,0,2,0,0,0,0,0,0
27,MIA,1,25,40,62.5,296,7.4,296,4,0,2,Week 15,27,1,25,296,7.4,296,4,2,1,19,1,29,150,5.2,150,0,2,1,12,1,30,17,56.7,217,7.2,217,2,0,2,12,1,17,217,7.2,217,2,1,0,6,1,25,188,7.5,188,1,1,0,4,1,3,3,100,0,2,2,100,0,27,1,4,167,41.8,0,0,0,0,0,1,10,1,1,28,28,0,28,0,0,0,0,1,0,0,0
28,CIN,1,30,44,68.2,304,6.9,304,3,2,1,Week 15,28,1,30,304,6.9,304,3,3,2,9,1,25,92,3.7,92,0,3,2,19,1,39,27,69.2,184,4.7,184,4,1,2,19,1,27,184,4.7,184,4,1,0,30,1,21,53,2.5,53,0,1,0,12,1,2,2,100,0,2,2,100,0,18,1,4,180,45,0,0,0,0,0,1,16,1,2,48,24,0,28,0,0,0,0,1,0,0,1
29,CHI,1,22,37,59.5,309,8.4,309,0,2,1,Week 15,29,1,22,309,8.4,309,0,1,1,13,1,33,112,3.4,112,3,1,1,30,1,22,14,63.6,91,4.1,91,2,0,6,30,1,14,91,4.1,91,2,4,1,11,1,30,157,5.2,157,1,4,1,32,1,0,0,0,1,3,2,66.7,0,26,1,6,252,42,0,0,2,24,12,0,12,1,2,53,26.5,0,29,0,2,24,12,0,20,0,0
30,DAL,1,27,42,64.3,311,7.4,311,4,1,1,Week 15,30,1,27,311,7.4,311,4,2,2,29,1,27,192,7.1,192,0,2,2,10,1,30,23,76.7,243,8.1,243,3,2,3,10,1,23,243,8.1,243,3,0,0,13,1,41,154,3.8,154,1,0,0,9,1,2,2,100,0,4,4,100,0,12,1,4,185,46.3,0,0,1,16,16,0,18,1,3,70,23.3,0,38,0,1,16,16,0,16,0,0
31,HOU,1,36,41,87.8,313,7.6,313,2,0,2,Week 15,31,1,36,313,7.6,313,2,3,2,28,1,33,189,5.7,189,2,3,2,28,1,29,14,48.3,125,4.3,125,2,0,1,28,1,14,125,4.3,125,2,1,1,23,1,28,94,3.4,94,1,1,1,21,1,1,1,100,0,3,3,100,0,10,1,5,234,46.8,0,0,3,23,7.7,0,1,1,0,0,0,1,0,0,3,23,7.7,0,13,0,0
32,IND,1,34,55,61.8,426,7.7,426,4,2,7,Week 15,32,1,34,426,7.7,426,4,1,1,8,1,24,92,3.8,92,1,1,1,20,1,33,19,57.6,170,5.2,170,1,0,3,20,1,19,170,5.2,170,1,3,1,7,1,43,171,4,171,0,3,1,1,1,5,5,100,0,3,3,100,0,22,1,7,305,43.6,0,0,1,0,0,0,5,1,5,175,35,0,49,0,1,0,0,0,0,0,0
1,HOU,1,14,23,60.9,88,3.8,88,0,2,4,Week 16,1,1,14,88,3.8,88,0,2,1,29,1,31,184,5.9,184,2,2,1,19,1,32,20,62.5,215,6.7,215,1,1,1,19,1,20,215,6.7,215,1,2,0,27,1,30,70,2.3,70,1,2,0,17,1,2,2,100,0,1,1,100,0,18,1,5,221,44.2,0,0,5,41,8.2,0,13,1,2,51,25.5,0,26,0,5,41,8.2,0,15,0,1
2,CLE,1,8,15,53.3,92,6.1,92,0,1,0,Week 16,2,1,8,92,6.1,92,0,2,0,26,1,39,152,3.9,152,2,2,0,28,1,31,15,48.4,125,4,125,0,1,2,28,1,15,125,4,125,0,0,0,11,1,34,124,3.6,124,1,0,0,23,1,1,1,100,0,1,1,100,0,21,1,5,213,42.6,0,0,2,15,7.5,0,3,1,3,95,31.7,0,37,0,2,15,7.5,0,12,0,0
3,LAC,1,17,29,58.6,104,3.6,104,0,3,7,Week 16,3,1,17,104,3.6,104,0,0,0,5,1,14,69,4.9,69,0,0,0,20,1,31,24,77.4,213,6.9,213,0,1,4,20,1,24,213,6.9,213,0,2,1,18,1,32,101,3.2,101,2,2,1,15,1,2,2,100,0,2,2,100,0,30,1,4,153,38.3,0,0,3,25,8.3,0,1,1,0,0,0,1,0,0,3,25,8.3,0,16,0,1
4,ATL,1,9,17,52.9,115,6.8,115,1,0,0,Week 16,4,1,9,115,6.8,115,1,1,0,30,1,34,184,5.4,184,0,1,0,21,1,33,22,66.7,212,6.4,212,0,0,2,21,1,22,212,6.4,212,0,2,1,14,1,33,115,3.5,115,0,2,1,6,1,3,3,100,0,0,0,0,1,31,1,3,112,37.3,0,0,0,0,0,1,28,1,4,67,16.8,0,23,0,0,0,0,1,0,0,0
5,NO,1,15,31,48.4,125,4,125,0,1,2,Week 16,5,1,15,125,4,125,0,0,0,22,1,34,124,3.6,124,1,0,0,31,1,15,8,53.3,92,6.1,92,0,1,0,31,1,8,92,6.1,92,0,2,0,7,1,39,152,3.9,152,2,2,0,20,1,1,1,100,0,2,2,100,0,22,1,6,254,42.3,0,0,1,0,0,0,16,1,2,47,23.5,0,30,0,1,0,0,0,0,0,1
6,BUF,1,18,28,64.3,129,4.6,129,1,1,2,Week 16,6,1,18,129,4.6,129,1,3,1,11,1,29,80,2.8,80,0,3,1,24,1,26,15,57.7,172,6.6,172,2,2,1,24,1,15,172,6.6,172,2,3,1,2,1,31,254,8.2,254,3,3,1,30,1,0,1,0,0,4,3,75,0,4,1,3,161,53.7,0,0,3,21,7,0,25,1,4,75,18.8,0,23,0,3,21,7,0,10,0,1
7,PIT,1,16,30,53.3,143,4.8,143,1,3,3,Week 16,7,1,16,143,4.8,143,1,0,0,2,1,19,58,3.1,58,0,0,0,11,1,39,26,66.7,244,6.3,244,1,1,0,11,1,26,244,6.3,244,1,0,0,16,1,27,106,3.9,106,0,0,0,13,1,2,4,50,0,1,1,100,0,14,1,3,140,46.7,0,0,1,9,9,0,31,1,1,15,15,0,15,0,1,9,9,0,9,0,1
8,JAX,1,19,33,57.6,161,4.9,161,0,1,3,Week 16,8,1,19,161,4.9,161,0,2,1,4,1,20,66,3.3,66,0,2,1,18,1,31,20,64.5,218,7,218,0,0,1,17,1,20,218,7,218,0,1,1,8,1,39,147,3.8,147,1,1,1,4,1,4,5,80,0,1,1,100,0,32,1,2,64,32,0,0,1,4,4,0,14,1,1,25,25,0,25,0,1,4,4,0,4,0,1
9,CHI,1,15,26,57.7,172,6.6,172,2,2,1,Week 16,9,1,15,172,6.6,172,2,3,1,31,1,31,254,8.2,254,3,3,1,27,1,28,18,64.3,129,4.6,129,1,1,2,27,1,18,129,4.6,129,1,3,1,22,1,29,80,2.8,80,0,3,1,18,1,2,2,100,0,1,1,100,0,8,1,4,197,49.3,0,0,1,12,12,0,7,1,4,113,28.3,0,40,0,1,12,12,0,12,0,0
10,KC,1,25,40,62.5,200,5,200,1,1,2,Week 16,10,1,25,200,5,200,1,1,0,24,1,31,133,4.3,133,0,1,0,15,1,28,16,57.1,220,7.9,220,2,0,1,15,1,16,220,7.9,220,2,0,0,25,1,22,77,3.5,77,1,0,0,27,1,1,1,100,0,3,3,100,0,24,1,6,246,41,0,0,3,18,6,0,24,1,1,19,19,0,19,0,3,18,6,0,9,0,1
11,TB,1,25,46,54.3,204,4.4,204,0,1,1,Week 16,11,1,25,204,4.4,204,0,2,2,21,1,27,121,4.5,121,1,2,2,7,1,48,32,66.7,281,5.9,281,1,2,0,7,1,32,281,5.9,281,1,0,0,15,1,30,115,3.8,115,0,0,0,1,1,4,4,100,0,1,1,100,0,9,1,5,244,48.8,0,0,1,14,14,0,19,1,3,68,22.7,0,33,0,1,14,14,0,14,0,1
12,BAL,1,22,33,66.7,212,6.4,212,0,0,2,Week 16,12,1,22,212,6.4,212,0,2,1,19,1,33,115,3.5,115,0,2,1,29,1,17,9,52.9,115,6.8,115,1,0,0,29,1,9,115,6.8,115,1,1,0,4,1,34,184,5.4,184,0,1,0,10,1,3,4,75,0,0,0,0,1,29,1,3,115,38.3,0,0,2,14,7,0,22,1,3,65,21.7,0,24,0,2,14,7,0,9,0,1
13,IND,1,24,31,77.4,213,6.9,213,0,1,4,Week 16,13,1,24,213,6.9,213,0,2,1,15,1,32,101,3.2,101,2,2,1,30,1,29,17,58.6,104,3.6,104,0,3,7,30,1,17,104,3.6,104,0,0,0,28,1,14,69,4.9,69,0,0,0,25,1,1,1,100,0,0,0,0,1,10,1,3,146,48.7,0,0,0,0,0,1,9,1,3,84,28,0,31,0,0,0,0,1,0,0,0
14,TEN,1,20,32,62.5,215,6.7,215,1,1,1,Week 16,14,1,20,215,6.7,215,1,2,0,6,1,30,70,2.3,70,1,2,0,32,1,23,14,60.9,88,3.8,88,0,2,4,32,1,14,88,3.8,88,0,2,1,3,1,31,184,5.9,184,2,2,1,32,1,0,0,0,1,2,2,100,0,6,1,6,301,50.2,0,0,2,16,8,0,23,1,4,85,21.3,0,28,0,2,16,8,0,10,0,0
15,NYJ,1,20,31,64.5,218,7,218,0,0,1,Week 16,15,1,20,218,7,218,0,1,1,25,1,39,147,3.8,147,1,1,1,25,1,33,19,57.6,161,4.9,161,0,1,3,25,1,19,161,4.9,161,0,2,1,29,1,20,66,3.3,66,0,2,1,26,1,1,1,100,0,0,0,0,1,25,1,5,201,40.2,0,0,0,0,0,1,11,1,3,80,26.7,0,32,0,0,0,0,1,0,0,0
16,WAS,1,15,22,68.2,218,9.9,218,2,1,3,Week 16,16,1,15,218,9.9,218,2,0,0,27,1,26,153,5.9,153,2,0,0,9,1,34,25,73.5,270,7.9,270,3,1,2,8,1,25,270,7.9,270,3,2,1,23,1,33,79,2.4,79,0,2,1,29,1,0,0,0,1,2,2,100,0,12,1,4,192,48,0,0,1,4,4,0,30,1,6,93,15.5,0,19,0,1,4,4,0,4,0,0
17,LAR,1,19,35,54.3,219,6.3,219,1,4,6,Week 16,17,1,19,219,6.3,219,1,0,0,16,1,20,104,5.2,104,0,0,0,12,1,28,24,85.7,230,8.2,230,2,0,0,12,1,24,230,8.2,230,2,1,0,5,1,36,158,4.4,158,3,1,0,7,1,3,3,100,0,6,6,100,0,2,1,0,0,0,1,0,1,12,12,0,32,1,1,7,7,0,7,0,1,12,12,0,12,0,1
18,SEA,1,16,28,57.1,220,7.9,220,2,0,1,Week 16,18,1,16,220,7.9,220,2,0,0,8,1,22,77,3.5,77,1,0,0,23,1,40,25,62.5,200,5,200,1,1,2,23,1,25,200,5,200,1,1,0,9,1,31,133,4.3,133,0,1,0,22,1,1,1,100,0,1,1,100,0,13,1,5,238,47.6,0,0,2,12,6,0,20,1,3,68,22.7,0,48,0,2,12,6,0,6,0,0
19,MIA,1,24,38,63.2,222,5.8,222,1,1,2,Week 16,19,1,24,222,5.8,222,1,1,0,10,1,25,79,3.2,79,1,1,0,6,1,25,16,64,294,11.8,294,1,3,2,6,1,16,294,11.8,294,1,3,1,21,1,18,82,4.6,82,1,3,1,14,1,2,3,66.7,0,2,2,100,0,17,1,1,46,46,0,0,0,0,0,1,26,1,7,122,17.4,0,27,0,0,0,0,1,0,0,0
20,CIN,1,21,33,63.6,224,6.8,224,2,0,4,Week 16,20,1,21,224,6.8,224,2,4,1,3,1,16,61,3.8,61,0,4,1,1,1,52,40,76.9,369,7.1,369,3,2,2,1,1,40,369,7.1,369,3,1,1,26,1,24,73,3,73,0,1,1,21,1,1,2,50,0,2,1,50,0,19,1,3,130,43.3,0,0,3,35,11.7,0,15,1,4,95,23.8,0,33,0,3,35,11.7,0,18,0,1
21,DEN,1,24,28,85.7,230,8.2,230,2,0,0,Week 16,21,1,24,230,8.2,230,2,1,0,28,1,36,158,4.4,158,3,1,0,16,1,35,19,54.3,219,6.3,219,1,4,6,16,1,19,219,6.3,219,1,0,0,17,1,20,104,5.2,104,0,0,0,12,1,2,2,100,0,0,0,0,1,7,1,2,100,50,0,0,0,0,0,1,6,1,1,29,29,0,29,0,0,0,0,1,0,0,0
22,LV,1,26,39,66.7,244,6.3,244,1,1,0,Week 16,22,1,26,244,6.3,244,1,0,0,17,1,27,106,3.9,106,0,0,0,26,1,30,16,53.3,143,4.8,143,1,3,3,26,1,16,143,4.8,143,1,0,0,31,1,19,58,3.1,58,0,0,0,24,1,1,1,100,0,1,1,100,0,23,1,5,208,41.6,0,0,1,13,13,0,29,1,3,50,16.7,0,23,0,1,13,13,0,13,0,0
23,DET,1,15,22,68.2,250,11.4,250,1,0,0,Week 16,23,1,15,250,11.4,250,1,1,0,32,1,43,320,7.4,320,3,1,0,3,1,42,25,59.5,336,8,336,3,0,2,3,1,25,336,8,336,3,1,1,32,1,17,45,2.6,45,0,1,1,28,1,1,1,100,0,2,2,100,0,5,1,4,206,51.5,0,0,0,0,0,1,8,1,5,140,28,0,42,0,0,0,0,1,0,0,0
24,NYG,1,34,48,70.8,270,5.6,270,3,0,4,Week 16,25,1,34,270,5.6,270,3,0,0,13,1,19,83,4.4,83,0,0,0,4,1,42,30,71.4,319,7.6,319,1,1,3,4,1,30,319,7.6,319,1,2,1,10,1,21,126,6,126,1,2,1,5,1,3,3,100,0,1,1,100,0,20,1,3,129,43,0,0,2,8,4,0,12,1,1,26,26,0,26,0,2,8,4,0,4,0,0
25,SF,1,25,34,73.5,270,7.9,270,3,1,2,Week 16,24,1,25,270,7.9,270,3,2,1,9,1,33,79,2.4,79,0,2,1,17,1,22,15,68.2,218,9.9,218,2,1,3,18,1,15,218,9.9,218,2,0,0,6,1,26,153,5.9,153,2,0,0,9,1,3,3,100,0,4,4,100,0,26,1,2,80,40,0,0,2,12,6,0,17,1,1,23,23,0,23,0,2,12,6,0,13,0,1
26,AZ,1,32,48,66.7,281,5.9,281,1,2,0,Week 16,26,1,32,281,5.9,281,1,0,0,20,1,30,115,3.8,115,0,0,0,22,1,46,25,54.3,204,4.4,204,0,1,1,22,1,25,204,4.4,204,0,2,2,12,1,27,121,4.5,121,1,2,2,11,1,3,3,100,0,1,1,100,0,16,1,7,322,46,0,0,5,71,14.2,0,27,1,1,17,17,0,17,0,5,71,14.2,0,28,0,0
27,GB,1,16,25,64,294,11.8,294,1,3,2,Week 16,27,1,16,294,11.8,294,1,3,1,12,1,18,82,4.6,82,1,3,1,14,1,38,24,63.2,222,5.8,222,1,1,2,14,1,24,222,5.8,222,1,1,0,24,1,25,79,3.2,79,1,1,0,3,1,4,4,100,0,2,2,100,0,15,1,1,46,46,0,0,1,2,2,0,5,1,5,152,30.4,0,93,0,1,2,2,0,2,0,1
