Kick Rank,Team,GP_kicking,FGM,FGA,FG%,XPA,XPM,XP%,Week,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PB,PR,PRYDS,PRYPG,Return Rank,GP,KR,KRYDS,KRYPG,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRLNG,PRT
1, CLE,1,4,4,100.0,2,2,100.0,week 1,18,1,4,187,46.8,0,5,29,5.8,15,17,41,943,23.0,48,0,31,298,9.6,76,1
2, ATL,1,4,5,80.0,2,2,100.0,week 1,25,1,4,180,45.0,0,3,42,14.0,16,17,28,634,22.6,103,1,18,292,16.2,56,0
3, TB,1,4,5,80.0,1,1,100.0,week 1,10,1,3,152,50.7,0,3,28,9.3,25,18,31,653,21.1,54,0,41,425,10.4,24,0
4, PIT,1,3,4,75.0,2,2,100.0,week 1,16,1,8,388,48.5,0,1,20,20.0,23,17,24,510,21.3,89,0,27,160,5.9,24,0
5, DEN,1,3,4,75.0,1,1,100.0,week 1,32,1,1,36,36.0,0,1,3,3.0,32,17,24,420,17.5,29,0,37,308,8.3,30,0
6, MIN,1,3,3,100.0,2,2,100.0,week 1,19,1,5,232,46.4,0,1,7,7.0,6,18,37,944,25.5,97,1,27,167,6.2,25,0
7, JAX,1,3,4,75.0,1,1,100.0,week 1,13,1,3,150,50.0,0,1,2,2.0,2,19,37,992,26.8,63,0,34,257,7.6,22,0
8, CIN,1,2,3,66.7,1,0,0.0,week 1,6,1,3,158,52.7,0,5,31,6.2,27,19,36,741,20.6,42,0,38,379,10.0,27,0
9, LV,1,2,2,100.0,1,1,100.0,week 1,5,1,2,106,53.0,0,2,4,2.0,26,17,32,668,20.9,33,0,27,156,5.8,17,0
10, NO,1,2,3,66.7,1,1,100.0,week 1,3,1,5,272,54.4,0,1,12,12.0,19,17,27,595,22.0,33,0,27,243,9.0,42,0
11, HOU,1,2,2,100.0,2,2,100.0,week 1,24,1,7,318,45.4,0,0,0,,14,17,22,513,23.3,50,0,37,362,9.8,31,0
12, IND,1,2,3,66.7,2,2,100.0,week 1,28,1,4,179,44.8,0,5,34,6.8,1,17,43,1197,27.8,89,0,34,273,8.0,24,0
13, TEN,1,2,3,66.7,2,2,100.0,week 1,2,1,6,342,57.0,0,4,62,15.5,24,17,37,783,21.2,37,0,36,303,8.4,46,0
14, MIA,1,2,2,100.0,2,2,100.0,week 1,22,1,4,183,45.8,0,0,0,,30,18,30,572,19.1,31,0,21,164,7.8,50,0
15, DAL,1,1,1,100.0,0,0,,week 1,9,1,5,254,50.8,0,1,3,3.0,8,19,27,681,25.2,63,0,31,310,10.0,52,0
16, NYJ,1,1,2,50.0,1,0,0.0,week 1,29,1,6,253,42.2,0,2,30,15.0,22,17,31,672,21.7,42,0,21,240,11.4,22,0
17, LAC,1,1,2,50.0,3,3,100.0,week 1,14,1,4,196,49.0,0,0,0,,31,18,30,563,18.8,33,0,29,339,11.7,28,0
18, PHI,1,1,1,100.0,5,5,100.0,week 1,23,1,3,137,45.7,0,2,13,6.5,17,19,31,692,22.3,66,0,35,323,9.2,27,0
19, BUF,1,1,1,100.0,4,4,100.0,week 1,1,1,0,0,,0,1,20,20.0,9,18,42,1054,25.1,101,2,32,293,9.2,28,0
20, BAL,1,1,1,100.0,3,3,100.0,week 1,17,1,6,291,48.5,0,2,17,8.5,11,18,30,724,24.1,103,1,22,240,10.9,46,0
21, CAR,1,1,1,100.0,3,3,100.0,week 1,12,1,5,250,50.0,0,1,10,10.0,12,17,31,747,24.1,66,0,34,216,6.4,22,0
22, SEA,1,1,1,100.0,2,2,100.0,week 1,11,1,2,101,50.5,0,0,0,,10,18,37,892,24.1,50,0,17,109,6.4,20,0
23, SF,1,1,1,100.0,1,1,100.0,week 1,30,1,4,161,40.3,0,2,23,11.5,7,20,30,759,25.3,53,0,38,406,10.7,35,0
24, LAR,1,1,1,100.0,1,1,100.0,week 1,26,1,4,180,45.0,0,0,0,,28,17,33,663,20.1,34,0,25,183,7.3,22,0
25, KC,1,1,1,100.0,6,5,83.3,week 1,4,1,2,108,54.0,0,5,44,8.8,29,19,39,755,19.4,48,0,42,305,7.3,29,0
26, DET,1,0,0,,5,5,100.0,week 1,20,1,4,185,46.3,0,3,15,5.0,4,17,34,889,26.1,52,0,20,264,13.2,47,1
27, AZ,1,0,0,,1,1,100.0,week 1,8,1,5,255,51.0,0,1,-1,-1.0,18,17,31,686,22.1,44,0,35,289,8.3,28,0
28, CHI,1,0,0,,3,1,33.3,week 1,21,1,6,277,46.2,0,1,0,0.0,3,17,38,996,26.2,63,0,23,197,8.6,27,0
29, NE,1,0,0,,1,1,100.0,week 1,31,1,3,118,39.3,0,2,12,6.0,13,17,36,856,23.8,46,0,39,419,10.7,84,1
30, GB,1,0,0,,1,1,100.0,week 1,27,1,4,179,44.8,0,1,12,12.0,5,17,47,1205,25.6,105,1,35,316,9.0,24,0
31, WAS,1,0,0,,2,2,100.0,week 1,15,1,3,147,49.0,0,2,22,11.0,21,17,41,902,22.0,45,0,44,336,7.6,19,0
32, NYG,1,0,0,,1,1,100.0,week 1,7,1,6,309,51.5,0,5,62,12.4,20,19,32,704,22.0,47,0,32,193,6.0,23,0
1, NYG,1,4,4,100.0,1,1,100.0,week 2,10,1,5,253,50.6,0,0,0,,1,1,0,0,,0,0,0,0,,0,0
2, HOU,1,3,3,100.0,0,0,,week 2,7,1,5,268,53.6,0,1,7,7.0,20,1,1,22,22.0,22,0,1,7,7.0,7,0
3, LV,1,3,3,100.0,2,2,100.0,week 2,6,1,3,161,53.7,0,0,0,,3,1,0,0,,0,0,0,0,,0,0
4, DEN,1,3,3,100.0,1,1,100.0,week 2,26,1,5,214,42.8,0,4,59,14.8,28,1,1,17,17.0,17,0,4,59,14.8,19,0
5, CAR,1,3,3,100.0,1,1,100.0,week 2,27,1,5,212,42.4,0,2,17,8.5,16,1,3,75,25.0,36,0,2,17,8.5,9,0
6, CIN,1,3,3,100.0,0,0,,week 2,17,1,5,236,47.2,0,1,20,20.0,6,1,0,0,,0,0,1,20,20.0,20,0
7, DET,1,2,2,100.0,4,4,100.0,week 2,5,1,5,277,55.4,0,1,8,8.0,11,1,2,85,42.5,52,0,1,8,8.0,8,0
8, SF,1,2,3,66.7,3,3,100.0,week 2,23,1,3,132,44.0,0,3,23,7.7,2,1,0,0,,0,0,3,23,7.7,14,0
9, PIT,1,2,2,100.0,0,0,,week 2,9,1,4,207,51.8,0,1,0,0.0,4,1,0,0,,0,0,1,0,0.0,0,0
10, TB,1,2,2,100.0,2,2,100.0,week 2,32,1,6,229,38.2,0,2,17,8.5,31,1,1,14,14.0,14,0,2,17,8.5,17,0
11, DAL,1,2,2,100.0,2,2,100.0,week 2,25,1,5,217,43.4,0,2,34,17.0,7,1,0,0,,0,0,2,34,17.0,20,0
12, KC,1,2,2,100.0,3,3,100.0,week 2,4,1,6,333,55.5,0,2,6,3.0,9,1,0,0,,0,0,2,6,3.0,6,0
13, BUF,1,2,2,100.0,5,5,100.0,week 2,14,1,3,145,48.3,0,4,41,10.3,5,1,0,0,,0,0,4,41,10.3,16,0
14, GB,1,2,2,100.0,3,3,100.0,week 2,2,1,2,122,61.0,0,3,20,6.7,18,1,1,24,24.0,24,0,3,20,6.7,20,0
15, NE,1,1,2,50.0,2,2,100.0,week 2,28,1,4,166,41.5,0,3,22,7.3,14,1,3,85,28.3,37,0,3,22,7.3,16,0
16, NYJ,1,1,1,100.0,4,4,100.0,week 2,15,1,4,189,47.3,0,1,16,16.0,17,1,3,75,25.0,27,0,1,16,16.0,16,0
17, ATL,1,1,2,50.0,2,2,100.0,week 2,22,1,1,44,44.0,0,0,0,,15,1,1,27,27.0,27,0,0,0,,0,0
18, JAX,1,1,1,100.0,3,3,100.0,week 2,18,1,5,228,45.6,0,2,7,3.5,8,1,0,0,,0,0,2,7,3.5,12,0
19, PHI,1,1,2,50.0,3,3,100.0,week 2,21,1,4,179,44.8,0,3,14,4.7,32,1,2,13,6.5,9,0,3,14,4.7,8,0
20, NO,1,1,1,100.0,1,1,100.0,week 2,24,1,5,218,43.6,0,1,-6,-6.0,13,1,2,65,32.5,33,0,1,-6,-6.0,0,0
21, CHI,1,1,1,100.0,1,1,100.0,week 2,12,1,4,198,49.5,0,0,0,,19,1,5,115,23.0,30,0,0,0,,0,0
22, LAC,1,1,1,100.0,3,3,100.0,week 2,30,1,6,243,40.5,0,2,17,8.5,21,1,2,43,21.5,30,0,2,17,8.5,12,0
23, BAL,1,1,1,100.0,5,5,100.0,week 2,31,1,2,81,40.5,0,1,5,5.0,10,1,1,103,103.0,103,1,1,5,5.0,5,0
24, LAR,1,1,1,100.0,4,4,100.0,week 2,1,1,0,0,,0,1,-1,-1.0,30,1,1,15,15.0,15,0,1,-1,-1.0,0,0
25, CLE,1,1,1,100.0,4,3,75.0,week 2,8,1,3,156,52.0,0,2,13,6.5,12,1,2,67,33.5,44,0,2,13,6.5,13,0
